12; 28; 0; 0; 1855
12; 28; 0; 0; 1839
12; 28; 0; 0; 1829
12; 28; 0; 0; 1824
12; 28; 0; 0; 1821
12; 28; 0; 0; 1819
12; 28; 0; 0; 1799
12; 28; 0; 0; 1791
12; 28; 0; 0; 1787
12; 28; 0; 0; 1787
12; 28; 0; 0; 1785
12; 28; 0; 0; 1787
12; 28; 0; 0; 1787
12; 28; 0; 0; 1791
12; 28; 0; 0; 1791
12; 28; 0; 0; 1791
12; 28; 0; 0; 1799
12; 28; 0; 0; 1791
12; 28; 0; 0; 1815
12; 28; 0; 0; 1807
12; 28; 0; 0; 1811
12; 28; 0; 0; 1810
12; 28; 0; 0; 1809
12; 28; 0; 0; 1823
12; 28; 0; 0; 1823
12; 28; 0; 0; 1827
12; 28; 0; 0; 1823
12; 28; 0; 0; 1823
12; 28; 0; 0; 1822
12; 28; 0; 0; 1819
12; 28; 0; 0; 1815
12; 28; 0; 0; 1810
12; 28; 0; 0; 1802
12; 28; 0; 0; 1799
12; 28; 0; 0; 1791
12; 28; 0; 0; 1791
12; 28; 0; 0; 1787
12; 28; 0; 0; 1783
12; 28; 0; 0; 1775
12; 28; 0; 0; 1775
12; 28; 0; 0; 1767
12; 28; 0; 0; 1767
12; 28; 0; 0; 1766
12; 28; 0; 0; 1767
12; 28; 0; 0; 1767
12; 28; 0; 0; 1767
12; 28; 0; 0; 1769
12; 28; 0; 0; 1766
12; 28; 0; 0; 1798
12; 28; 0; 0; 1789
12; 28; 0; 0; 1791
12; 28; 0; 0; 1791
12; 28; 0; 0; 1799
12; 28; 0; 0; 1803
12; 28; 0; 0; 1807
12; 28; 0; 0; 1813
12; 28; 0; 0; 1815
12; 28; 0; 0; 1818
12; 28; 0; 0; 1823
12; 28; 0; 0; 1827
12; 28; 0; 0; 1831
12; 28; 0; 0; 1861
12; 28; 0; 0; 1835
12; 28; 0; 0; 1821
12; 28; 0; 0; 1839
12; 28; 0; 0; 1845
12; 28; 0; 0; 1843
12; 28; 0; 0; 1839
12; 28; 0; 0; 1829
12; 28; 0; 0; 1810
12; 28; 0; 0; 1775
12; 28; 0; 0; 1743
12; 28; 0; 0; 1707
12; 28; 0; 0; 1677
12; 28; 0; 0; 1647
12; 28; 0; 0; 1615
12; 28; 0; 0; 1593
12; 28; 0; 0; 1567
12; 28; 0; 0; 1543
12; 28; 0; 0; 1518
12; 28; 0; 0; 1491
12; 28; 0; 0; 1470
12; 28; 0; 0; 1443
12; 28; 0; 0; 1426
12; 28; 0; 0; 1406
12; 28; 0; 0; 1390
12; 28; 0; 0; 1375
12; 28; 0; 0; 1364
12; 28; 0; 0; 1355
12; 28; 0; 0; 1335
12; 28; 0; 0; 1324
12; 28; 0; 0; 1302
12; 28; 0; 0; 1287
12; 28; 0; 0; 1285
12; 28; 0; 0; 1259
12; 28; 0; 0; 1239
12; 28; 0; 0; 1225
